listing_a,listing_b,category,comparable,confidence,reason
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Mac Chicken Breast Roasted,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Frozen Chicken Breast Schnitzel,chicken,true,65,Possible match: 2 shared keywords - human review needed
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""plain"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Breast Fillets Bulk,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Sliced Greek Inspired Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""greek"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,false,0,"Variant mismatch: ""garlic"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Breast Carved Roast,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Macs Pulled Chicken Breast,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Sliced Peri Peri Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Frozen Crumbed Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Frozen Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Shredded Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Chicken Breast Dino Nuggets,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,false,0,"Variant mismatch: ""lemon"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Halal Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Chicken Breast Schnitzels,chicken,true,82,Good match: 3 shared keywords
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Frozen Tempura Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Chicken Breast Strips Crumbed,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Chicken Breast Steak,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Frozen Classic Crumb Chicken Breast Tenders,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,RSPCA Approved Chicken Breast Schnitzel,chicken,true,65,Possible match: 2 shared keywords - human review needed
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Breast Diced,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Rustic Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Schnitzels 500g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Mac Chicken Breast Roasted,chicken,true,95,Strong match: 4 shared keywords
Moira Mac's Portuguese Roasted Chicken Breast 350g,Frozen Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""plain"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Breast Fillets Bulk,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Sliced Greek Inspired Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""greek"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,false,0,"Variant mismatch: ""schnitzel"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Breast Carved Roast,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Macs Pulled Chicken Breast,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Sliced Peri Peri Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,false,0,"Variant mismatch: ""garlic"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Frozen Crumbed Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Frozen Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Shredded Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Chicken Breast Dino Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,false,0,"Variant mismatch: ""lemon"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Halal Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Chicken Breast Schnitzels,chicken,false,0,"Variant mismatch: ""schnitzel"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,false,0,"Variant mismatch: ""fillet"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Frozen Tempura Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Chicken Breast Strips Crumbed,chicken,false,0,"Variant mismatch: ""strips"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Chicken Breast Steak,chicken,false,0,"Variant mismatch: ""steak"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Frozen Classic Crumb Chicken Breast Tenders,chicken,true,65,Possible match: 2 shared keywords - human review needed
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,RSPCA Approved Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Breast Diced,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Rustic Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""fillet"""
Moira Mac's Portuguese Roasted Chicken Breast 350g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Mac Chicken Breast Roasted,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Frozen Chicken Breast Chipees 400g,Frozen Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""plain"""
Ingham's Frozen Chicken Breast Chipees 400g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Breast Fillets Bulk,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Sliced Greek Inspired Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""greek"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Breast Carved Roast,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Macs Pulled Chicken Breast,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Frozen Chicken Breast Chipees 400g,Sliced Peri Peri Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Ingham's Frozen Chicken Breast Chipees 400g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,false,0,"Variant mismatch: ""garlic"""
Ingham's Frozen Chicken Breast Chipees 400g,Frozen Crumbed Chicken Breast Nuggets,chicken,true,82,Good match: 3 shared keywords
Ingham's Frozen Chicken Breast Chipees 400g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Frozen Chicken Breast Chipees 400g,Frozen Chicken Breast Nuggets,chicken,true,82,Good match: 3 shared keywords
Ingham's Frozen Chicken Breast Chipees 400g,Shredded Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Ingham's Frozen Chicken Breast Chipees 400g,Chicken Breast Dino Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,false,0,"Variant mismatch: ""lemon"""
Ingham's Frozen Chicken Breast Chipees 400g,Halal Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Chicken Breast Schnitzels,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Frozen Chicken Breast Chipees 400g,Frozen Tempura Chicken Breast Nuggets,chicken,true,82,Good match: 3 shared keywords
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Chicken Breast Strips Crumbed,chicken,false,0,"Variant mismatch: ""strips"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Chicken Breast Steak,chicken,false,0,"Variant mismatch: ""steak"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Frozen Classic Crumb Chicken Breast Tenders,chicken,true,82,Good match: 3 shared keywords
Ingham's Frozen Chicken Breast Chipees 400g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Frozen Chicken Breast Chipees 400g,RSPCA Approved Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Breast Diced,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Rustic Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Frozen Chicken Breast Chipees 400g,Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Frozen Chicken Breast Chipees 400g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Mac Chicken Breast Roasted,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Frozen Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""plain"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Breast Fillets Bulk,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Sliced Greek Inspired Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""greek"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Breast Carved Roast,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Macs Pulled Chicken Breast,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Sliced Peri Peri Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Frozen Crumbed Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Frozen Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Shredded Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Chicken Breast Dino Nuggets,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,false,0,"Variant mismatch: ""lemon"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Halal Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Chicken Breast Schnitzels,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Frozen Tempura Chicken Breast Nuggets,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Chicken Breast Strips Crumbed,chicken,false,0,"Variant mismatch: ""strips"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Chicken Breast Steak,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Frozen Classic Crumb Chicken Breast Tenders,chicken,false,0,"Variant mismatch: ""diced"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,RSPCA Approved Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Breast Diced,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Rustic Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""fillet"""
Woolworths RSPCA Approved Chicken Breast Diced 500g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Mac Chicken Breast Roasted,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Frozen Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""plain"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Breast Fillets Bulk,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Sliced Greek Inspired Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""greek"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel Garlic & Herb Crumb,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Breast Carved Roast,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Macs Pulled Chicken Breast,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Sliced Peri Peri Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Rspca Chicken Creamy Garlic Breast Kyiv,chicken,false,0,"Variant mismatch: ""garlic"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Frozen Crumbed Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Deli Cuts Chicken Breast Homestyle Seasoned,chicken,true,82,Good match: 3 shared keywords
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Frozen Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Shredded Roast Chicken Breast,chicken,false,0,"Variant mismatch: ""roast chicken"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Chicken Breast Dino Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Steaks Lemon & Herb,chicken,false,0,"Variant mismatch: ""lemon"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Halal Chicken Breast Fillets Large Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Large Pack,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Chicken Breast Schnitzels,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Free Range Chicken Breast Fillet Small Pack,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillet Crumb Sage & Rosemary,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Frozen Tempura Chicken Breast Nuggets,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Garlic And Rosemary Breast Bites,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Chicken Breast Strips Crumbed,chicken,false,0,"Variant mismatch: ""strips"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Chicken Breast Steak,chicken,false,0,"Variant mismatch: ""steak"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Boneless Double Breast Lemon Herb,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Frozen Classic Crumb Chicken Breast Tenders,chicken,true,65,Possible match: 2 shared keywords - human review needed
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range RSPCA Chicken Sweet Mustard Breast Fillet,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Fillets Small Pack,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,RSPCA Approved Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""schnitzel"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Breast Diced,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Rustic Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Chicken Breast Fillet,chicken,false,0,"Variant mismatch: ""fillet"""
Ingham's Chicken Breast Supreme Sliced From The Deli per 100g,Free Range Chicken Breast Carved Roast Lemon Pepper & Herb,chicken,false,0,"Variant mismatch: ""free range"""
Macro RSPCA Approved Chicken Breast Free Range Single 300g,Mac Chicken Breast Roasted,chicken,false,0,"Variant mismatch: ""free range"""
Macro RSPCA Approved Chicken Breast Free Range Single 300g,Frozen Chicken Breast Schnitzel,chicken,false,0,"Variant mismatch: ""free range"""
Macro RSPCA Approved Chicken Breast Free Range Single 300g,RSPCA Approved Chicken Breast Schnitzel Plain Crumb,chicken,false,0,"Variant mismatch: ""free range"""
Macro RSPCA Approved Chicken Breast Free Range Single 300g,Smoked Chicken Breast,chicken,false,0,"Variant mismatch: ""smoked"""
